date_key,state_key,segment_key,technology_key,provider_key,households_total,households_adopted,adoption_rate,penetration_rate,penetration_gap,avg_mrc_usd,new_starts,downgrades
20230401,AL,URBAN,FWA,PRV02,106631,71379,0.6694,0.6945,0.0251,68.17,443,1678
20230401,AL,SUBURB,FIBER,PRV02,58573,41311,0.7053,0.7814,0.0761,77.32,1404,913
20230401,AL,SUBURB,CABLE,PRV03,116316,77911,0.6698,0.7723,0.1025,87.99,462,116
20230401,AL,SUBURB,DSL,PRV01,82273,55519,0.6748,0.7168,0.042,88.96,1251,692
20230401,AL,SUBURB,DSL,PRV04,91197,60315,0.6614,0.759,0.0976,73.76,1185,1429
20230401,AL,SUBURB,FWA,PRV02,88714,58357,0.6578,0.7624,0.1046,84.11,1110,1645
20230401,AL,SUBURB,FWA,PRV03,119179,78103,0.6553,0.7752,0.1199,52.98,1024,88
20230401,AL,SUBURB,FWA,PRV04,97758,65522,0.6703,0.7162,0.046,86.01,1893,544
20230401,AL,RURAL,FIBER,PRV02,34483,26206,0.76,0.7851,0.0251,68.51,1299,680
20230401,AL,RURAL,CABLE,PRV01,52673,37171,0.7057,0.7657,0.06,49.23,2288,766
20230401,AL,RURAL,CABLE,PRV02,14232,9992,0.7021,0.7229,0.0207,71.42,1449,1128
20230401,AL,RURAL,DSL,PRV01,92529,61349,0.663,0.7721,0.1091,63.11,558,825
20230401,AL,RURAL,DSL,PRV03,51726,32225,0.623,0.7401,0.1171,60.5,2081,599
20230401,AL,RURAL,FWA,PRV04,93704,63685,0.6796,0.7624,0.0828,44.69,992,531
20230401,AL,LOW_INC,FIBER,PRV02,72613,51601,0.7106,0.7455,0.0349,43.32,2243,1038
20230401,AL,LOW_INC,CABLE,PRV02,9270,5811,0.6269,0.6483,0.0214,77.3,1440,1000
20230401,AL,LOW_INC,DSL,PRV04,32598,19969,0.6126,0.6755,0.0629,57.27,1958,1316
20230401,AL,MID_INC,DSL,PRV04,18452,11543,0.6256,0.7366,0.111,56.73,2269,679
20230401,AL,MID_INC,FWA,PRV01,119035,84151,0.7069,0.806,0.0991,58.46,1512,838
20230401,AL,MID_INC,FWA,PRV02,93231,66534,0.7137,0.7928,0.0792,78.31,476,219
20230401,AL,HIGH_INC,FIBER,PRV04,49057,39273,0.8006,0.8773,0.0767,61.1,2024,608
20230401,AL,HIGH_INC,CABLE,PRV02,91158,69316,0.7604,0.8522,0.0918,63.72,2195,419
20230401,AL,HIGH_INC,DSL,PRV04,90096,62452,0.6932,0.7345,0.0413,56.66,1846,354
20230401,AL,HIGH_INC,FWA,PRV02,19304,14080,0.7294,0.7799,0.0505,66.29,1165,1265
20230401,AL,HIGH_INC,FWA,PRV03,54878,37907,0.6908,0.8077,0.117,50.78,971,461
20230501,AL,URBAN,FIBER,PRV02,93035,69572,0.7478,0.8401,0.0923,64.77,229,801
20230501,AL,URBAN,CABLE,PRV01,25714,17689,0.6879,0.7897,0.1018,39.96,557,1026
20230501,AL,URBAN,CABLE,PRV04,117940,81304,0.6894,0.7997,0.1104,71.1,805,1737
20230501,AL,URBAN,DSL,PRV01,70700,46076,0.6517,0.7516,0.0999,45.81,2260,1697
20230501,AL,URBAN,DSL,PRV04,30761,19774,0.6429,0.7366,0.0937,46.08,2226,1416
20230501,AL,URBAN,FWA,PRV02,76372,52396,0.6861,0.7508,0.0648,79.18,691,245
20230501,AL,SUBURB,FIBER,PRV02,19375,14990,0.7737,0.8761,0.1024,39.46,2320,1214
20230501,AL,SUBURB,FIBER,PRV03,88584,67594,0.7631,0.871,0.108,58.67,1161,998
20230501,AL,SUBURB,CABLE,PRV01,9664,6545,0.6773,0.7375,0.0602,81.12,1696,283
20230501,AL,SUBURB,CABLE,PRV03,33675,22105,0.6564,0.7401,0.0837,40.43,1599,1782
20230501,AL,SUBURB,DSL,PRV01,81361,54020,0.664,0.7504,0.0865,81.17,1498,1363
20230501,AL,SUBURB,DSL,PRV02,98476,65204,0.6621,0.748,0.0858,53.25,656,1679
20230501,AL,RURAL,FIBER,PRV01,102427,77667,0.7583,0.7838,0.0255,56.57,2227,489
20230501,AL,RURAL,FIBER,PRV03,108005,83480,0.7729,0.8594,0.0865,73.46,1985,334
20230501,AL,RURAL,DSL,PRV04,19670,13212,0.6717,0.6929,0.0213,81.05,336,345
20230501,AL,RURAL,FWA,PRV03,29258,19585,0.6694,0.6903,0.0209,49.04,136,331
20230501,AL,LOW_INC,FIBER,PRV03,25554,18562,0.7264,0.7802,0.0538,53.84,254,1154
20230501,AL,LOW_INC,CABLE,PRV04,26285,16582,0.6309,0.6823,0.0514,80.08,1569,223
20230501,AL,LOW_INC,DSL,PRV02,65212,38983,0.5978,0.6517,0.0539,82.81,1346,1703
20230501,AL,LOW_INC,FWA,PRV01,93387,59585,0.638,0.6785,0.0404,82.96,1876,1592
20230501,AL,MID_INC,FIBER,PRV01,9411,7127,0.7574,0.8277,0.0703,73.66,470,1693
20230501,AL,MID_INC,FIBER,PRV02,84632,64396,0.7609,0.8014,0.0405,50.68,1906,233
20230501,AL,MID_INC,DSL,PRV04,40106,26777,0.6677,0.7421,0.0744,54.18,1453,1019
20230501,AL,MID_INC,FWA,PRV03,37924,25020,0.6597,0.7497,0.0899,62.1,968,763
20230501,AL,MID_INC,FWA,PRV04,72766,51250,0.7043,0.7921,0.0878,73.95,1755,702
20230501,AL,HIGH_INC,FIBER,PRV02,117893,94232,0.7993,0.8782,0.0789,40.24,1624,859
20230501,AL,HIGH_INC,FIBER,PRV03,84248,67682,0.8034,0.8251,0.0217,47.49,527,1251
20230501,AL,HIGH_INC,FIBER,PRV04,113106,90216,0.7976,0.8274,0.0298,69.2,1512,989
20230501,AL,HIGH_INC,DSL,PRV01,41003,29287,0.7143,0.7423,0.028,53.65,1911,1516
20230601,AL,URBAN,FIBER,PRV02,23099,18170,0.7866,0.8446,0.0579,74.19,520,219
20230601,AL,URBAN,FIBER,PRV03,26120,20241,0.775,0.8249,0.0499,44.25,1930,1492
20230601,AL,URBAN,CABLE,PRV04,17475,11685,0.6687,0.69,0.0213,76.23,1823,617
20230601,AL,URBAN,FWA,PRV01,36965,25815,0.6984,0.7278,0.0294,53.39,260,1696
20230601,AL,URBAN,FWA,PRV02,107187,73706,0.6876,0.7907,0.1031,77.05,1510,634
20230601,AL,SUBURB,FIBER,PRV02,49221,39859,0.8098,0.8885,0.0787,86.26,1837,790
20230601,AL,SUBURB,CABLE,PRV01,27201,18792,0.6909,0.7299,0.0391,61.26,426,1087
20230601,AL,SUBURB,FWA,PRV01,32890,23440,0.7127,0.7887,0.076,48.36,951,502
20230601,AL,SUBURB,FWA,PRV03,104449,73726,0.7059,0.7773,0.0715,56.88,2167,980
20230601,AL,RURAL,FIBER,PRV03,24512,18586,0.7583,0.8137,0.0555,79.37,1070,271
20230601,AL,RURAL,CABLE,PRV01,53278,38276,0.7184,0.7458,0.0274,45.68,1101,783
20230601,AL,RURAL,CABLE,PRV04,36172,24690,0.6826,0.7667,0.0841,86.36,798,127
20230601,AL,RURAL,FWA,PRV02,79932,53405,0.6681,0.7115,0.0434,55.79,1269,569
20230601,AL,RURAL,FWA,PRV04,53205,37363,0.7023,0.745,0.0428,77.59,1497,1627
20230601,AL,LOW_INC,DSL,PRV01,82379,50425,0.6121,0.6634,0.0513,82.27,213,1792
20230601,AL,LOW_INC,DSL,PRV03,15509,9046,0.5833,0.6203,0.037,82.85,1633,992
20230601,AL,LOW_INC,FWA,PRV01,88499,55577,0.628,0.6664,0.0384,75.31,2004,1681
20230601,AL,LOW_INC,FWA,PRV03,45259,29049,0.6419,0.6894,0.0475,84.98,2312,777
20230601,AL,MID_INC,FIBER,PRV02,100569,76723,0.7629,0.8337,0.0708,64.38,846,104
20230601,AL,MID_INC,FIBER,PRV03,51822,41647,0.8037,0.8615,0.0579,61.44,734,448
20230601,AL,MID_INC,CABLE,PRV02,84831,55762,0.6573,0.7094,0.052,46.42,152,522
20230601,AL,MID_INC,CABLE,PRV04,106001,74504,0.7029,0.7591,0.0563,58.12,701,773
20230601,AL,MID_INC,DSL,PRV04,95596,60523,0.6331,0.7158,0.0827,86.02,270,391
20230601,AL,MID_INC,FWA,PRV01,26531,17980,0.6777,0.7937,0.116,76.81,2176,1696
20230601,AL,MID_INC,FWA,PRV03,33195,22406,0.675,0.7593,0.0843,75.47,1780,572
20230601,AL,MID_INC,FWA,PRV04,61307,41963,0.6845,0.7957,0.1112,54.4,1061,1178
20230601,AL,HIGH_INC,FIBER,PRV02,59400,48839,0.8222,0.8538,0.0316,71.61,212,151
20230601,AL,HIGH_INC,FIBER,PRV03,84950,70566,0.8307,0.8722,0.0415,73.58,2136,1565
20230601,AL,HIGH_INC,CABLE,PRV04,72242,52676,0.7292,0.7553,0.0261,53.29,147,563
20230601,AL,HIGH_INC,DSL,PRV02,27737,20834,0.7512,0.7766,0.0254,62.15,649,1305
20230601,AL,HIGH_INC,DSL,PRV03,80137,60988,0.7611,0.8152,0.0542,82.12,1899,166
20230601,AL,HIGH_INC,DSL,PRV04,38575,27152,0.7039,0.8112,0.1073,64.36,1192,1108
20230701,AL,URBAN,FIBER,PRV01,116054,91109,0.7851,0.8708,0.0858,46.14,2215,223
20230701,AL,URBAN,FIBER,PRV02,57180,43285,0.757,0.8187,0.0617,47.12,1235,711
20230701,AL,URBAN,FIBER,PRV03,12947,9729,0.7515,0.8616,0.1101,71.94,1370,1178
20230701,AL,URBAN,DSL,PRV03,13478,9299,0.69,0.7467,0.0567,80.89,246,864
20230701,AL,URBAN,DSL,PRV04,56609,37603,0.6643,0.6931,0.0288,75.3,1775,753
20230701,AL,URBAN,FWA,PRV02,45284,30832,0.6809,0.7951,0.1142,52.72,180,1416
20230701,AL,URBAN,FWA,PRV04,73950,51472,0.696,0.7754,0.0794,62.2,317,1730
20230701,AL,SUBURB,FIBER,PRV03,26778,20959,0.7827,0.8876,0.1049,51.8,1149,1131
20230701,AL,SUBURB,FIBER,PRV04,56004,43009,0.768,0.8838,0.1159,67.33,428,870
20230701,AL,SUBURB,DSL,PRV01,76233,52408,0.6875,0.7462,0.0587,57.5,1235,214
20230701,AL,SUBURB,DSL,PRV02,97470,64106,0.6577,0.7243,0.0666,80.32,1477,1477
20230701,AL,SUBURB,DSL,PRV03,73313,49032,0.6688,0.7547,0.0859,42.33,1938,1195
20230701,AL,SUBURB,FWA,PRV03,17021,11708,0.6879,0.7369,0.049,56.56,1113,197
20230701,AL,SUBURB,FWA,PRV04,56521,40545,0.7174,0.8241,0.1068,72.99,231,1378
20230701,AL,RURAL,FIBER,PRV02,93324,72488,0.7767,0.8848,0.1081,85.33,1214,786
20230701,AL,RURAL,CABLE,PRV01,10402,7182,0.6905,0.7313,0.0409,63.87,1404,917
20230701,AL,RURAL,CABLE,PRV02,78277,56403,0.7206,0.7792,0.0587,50.4,142,1313
20230701,AL,RURAL,CABLE,PRV03,80363,57634,0.7172,0.8299,0.1128,47.79,1465,770
20230701,AL,RURAL,CABLE,PRV04,33448,22703,0.6788,0.7269,0.0481,74.18,949,891
20230701,AL,RURAL,DSL,PRV01,26487,17795,0.6719,0.7013,0.0295,70.75,580,1458
20230701,AL,RURAL,DSL,PRV03,17528,11831,0.675,0.7298,0.0548,42.86,675,1281
20230701,AL,RURAL,DSL,PRV04,118303,80573,0.6811,0.7221,0.041,63.16,1837,1179
20230701,AL,RURAL,FWA,PRV01,88570,63054,0.7119,0.7349,0.023,55.07,1853,585
20230701,AL,LOW_INC,FIBER,PRV03,87968,61845,0.703,0.7548,0.0518,80.33,1573,495
20230701,AL,LOW_INC,CABLE,PRV01,67232,45170,0.6719,0.7786,0.1068,72.34,1649,1320
20230701,AL,LOW_INC,CABLE,PRV02,43322,26338,0.608,0.7061,0.0981,43.91,841,779
20230701,AL,LOW_INC,CABLE,PRV04,31206,19236,0.6164,0.6775,0.061,82.83,568,197
20230701,AL,LOW_INC,FWA,PRV04,108154,70837,0.655,0.7388,0.0839,58.18,1837,1655
20230701,AL,MID_INC,FIBER,PRV01,117784,93563,0.7944,0.9106,0.1162,69.96,1332,247
20230701,AL,MID_INC,CABLE,PRV01,59085,41930,0.7097,0.7515,0.0418,48.69,688,590
20230701,AL,MID_INC,CABLE,PRV04,41989,28106,0.6694,0.733,0.0636,46.68,1557,1158
20230701,AL,MID_INC,DSL,PRV01,20015,13551,0.6771,0.7279,0.0508,69.99,170,961
20230701,AL,MID_INC,DSL,PRV03,57911,37504,0.6476,0.7371,0.0895,88.85,1306,399
20230701,AL,MID_INC,DSL,PRV04,19363,12661,0.6539,0.7031,0.0492,51.4,389,541
20230701,AL,MID_INC,FWA,PRV03,68881,49411,0.7174,0.8005,0.0831,62.86,1474,447
20230701,AL,MID_INC,FWA,PRV04,53651,37910,0.7066,0.7889,0.0823,81.55,1095,806
20230701,AL,HIGH_INC,FIBER,PRV03,26714,22381,0.8378,0.8757,0.0379,54.28,2070,1478
20230701,AL,HIGH_INC,CABLE,PRV02,30798,23699,0.7695,0.8705,0.101,78.78,661,631
20230701,AL,HIGH_INC,CABLE,PRV03,34535,27114,0.7851,0.8454,0.0602,48.43,2366,382
20230701,AL,HIGH_INC,DSL,PRV01,77965,56772,0.7282,0.7515,0.0233,74.97,2235,144
20230701,AL,HIGH_INC,DSL,PRV04,28255,20086,0.7109,0.759,0.0481,69.22,1676,519
20230701,AL,HIGH_INC,FWA,PRV03,21751,16525,0.7597,0.7902,0.0304,68.8,1079,1553
20230801,AL,URBAN,FIBER,PRV02,119931,97183,0.8103,0.918,0.1077,75.92,1243,1402
20230801,AL,URBAN,FIBER,PRV04,75534,59261,0.7846,0.809,0.0244,58.3,1424,761
20230801,AL,URBAN,CABLE,PRV01,80657,57108,0.708,0.7505,0.0425,75.98,966,743
20230801,AL,URBAN,DSL,PRV01,95146,67166,0.7059,0.8011,0.0952,73.62,1097,725
20230801,AL,URBAN,DSL,PRV02,98412,64464,0.655,0.7545,0.0995,71.99,576,1652
20230801,AL,URBAN,DSL,PRV03,112979,74653,0.6608,0.7218,0.0611,86.27,324,425
20230801,AL,URBAN,FWA,PRV03,61305,44993,0.7339,0.7747,0.0407,84.22,2311,1545
20230801,AL,URBAN,FWA,PRV04,64298,43986,0.6841,0.7065,0.0224,39.16,908,1105
20230801,AL,SUBURB,FIBER,PRV03,28770,23250,0.8082,0.8418,0.0336,67.67,1894,426
20230801,AL,SUBURB,CABLE,PRV03,10573,7510,0.7104,0.7784,0.068,49.65,493,511
20230801,AL,SUBURB,DSL,PRV04,8805,5609,0.6371,0.6987,0.0617,53.04,1913,1544
20230801,AL,RURAL,FIBER,PRV01,49948,41660,0.8341,0.8685,0.0344,88.15,2048,997
20230801,AL,RURAL,CABLE,PRV02,113362,77980,0.6879,0.8018,0.1139,72.55,600,1775
20230801,AL,RURAL,CABLE,PRV04,78811,57477,0.7293,0.8492,0.1199,58.21,1946,597
20230801,AL,RURAL,DSL,PRV02,54637,38513,0.7049,0.7598,0.0549,40.19,2058,1090
20230801,AL,RURAL,DSL,PRV04,10430,6896,0.6612,0.7121,0.0509,75.84,965,287
20230801,AL,RURAL,FWA,PRV01,62983,44034,0.6992,0.7674,0.0682,62.61,2138,871
20230801,AL,RURAL,FWA,PRV03,14940,11071,0.741,0.8233,0.0823,40.71,1019,1260
20230801,AL,LOW_INC,FIBER,PRV02,86819,63535,0.7318,0.8153,0.0835,76.67,314,320
20230801,AL,LOW_INC,CABLE,PRV01,106778,68707,0.6435,0.7439,0.1005,56.59,1567,344
20230801,AL,LOW_INC,CABLE,PRV02,53759,33970,0.6319,0.6994,0.0675,42.56,884,1729
20230801,AL,LOW_INC,FWA,PRV02,83756,51240,0.6118,0.633,0.0212,51.72,1945,1740
20230801,AL,MID_INC,FIBER,PRV02,109426,83497,0.763,0.8113,0.0483,45.95,1602,1260
20230801,AL,MID_INC,FIBER,PRV04,70515,55729,0.7903,0.8801,0.0898,45.39,227,395
20230801,AL,MID_INC,CABLE,PRV04,95637,70676,0.739,0.8358,0.0968,86.85,2236,1221
20230801,AL,MID_INC,DSL,PRV03,72681,47433,0.6526,0.7111,0.0585,68.33,1523,1153
20230801,AL,MID_INC,DSL,PRV04,58333,39103,0.6703,0.6905,0.0202,74.83,1861,1616
20230801,AL,MID_INC,FWA,PRV01,88811,60646,0.6829,0.7055,0.0226,54.94,2148,195
20230801,AL,MID_INC,FWA,PRV04,57470,41678,0.7252,0.8177,0.0925,63.6,1501,1124
20230801,AL,HIGH_INC,FIBER,PRV01,10334,8298,0.803,0.8278,0.0248,57.64,1442,1516
20230801,AL,HIGH_INC,FIBER,PRV03,74301,61004,0.821,0.8738,0.0528,62.56,947,1435
20230801,AL,HIGH_INC,CABLE,PRV02,49595,37375,0.7536,0.8024,0.0488,73.91,638,1628
20230801,AL,HIGH_INC,CABLE,PRV03,24520,18034,0.7355,0.821,0.0855,46.31,1321,1640
20230801,AL,HIGH_INC,DSL,PRV03,118887,84751,0.7129,0.7532,0.0404,76.67,893,455
20230801,AL,HIGH_INC,FWA,PRV01,116933,87925,0.7519,0.7838,0.0318,68.31,1544,511
20230801,AL,HIGH_INC,FWA,PRV02,12846,9748,0.7589,0.8477,0.0888,66.99,185,1173
20230901,AL,URBAN,CABLE,PRV01,19962,13383,0.6704,0.7124,0.0419,58.24,1709,1696
20230901,AL,URBAN,CABLE,PRV03,95982,68635,0.7151,0.7586,0.0435,42.06,2260,556
20230901,AL,URBAN,CABLE,PRV04,85144,61839,0.7263,0.7901,0.0638,54.39,376,1332
20230901,AL,URBAN,DSL,PRV03,55265,37628,0.6809,0.7991,0.1182,48.69,2021,424
20230901,AL,SUBURB,FIBER,PRV02,116078,90904,0.7831,0.8193,0.0361,53.65,1693,814
20230901,AL,SUBURB,FIBER,PRV03,30598,23622,0.772,0.8632,0.0912,80.83,748,83
20230901,AL,SUBURB,FIBER,PRV04,109720,85558,0.7798,0.8674,0.0876,39.92,920,143
